"Client_Code","Booking_Date","sunday","monday","wednesday","thursday","friday","saturday","time_booked","cancel_days","NoShow","service_CAL","service_CALC","service_CAS","service_CBAL","service_CCAMO","service_CCO","service_CDPB","service_CFC","service_CHLFH","service_CHLFHC","service_CHLHH","service_CHLHHC","service_CHLPHC","service_CHLPL","service_CMT","service_CON","service_CT","service_CTU","service_FRI","service_MISC","service_SBD","service_SBD5","service_SDUD","service_SHCC","service_SHCM","service_SHCW","service_SMARTBOND","service_SMO","staff_BECKY","staff_HOUSE","staff_JJ","staff_JOANNE","staff_KELLY","staff_SINEAD","Canceled_By_BECKY","Canceled_By_JJ","Canceled_By_JOANNE","Canceled_By_KELLY","Canceled_By_SINEAD","quantity","amount","avg_receipt","avg_quantity","total_cancel12","hclust3","hclust4","Mclust3","Mclust4"
"?A01","2018-07-21",0,0,0,0,0,1,860,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.02535169073515,"0","0",1.38629436111989,"3","4","2","2"
"ABL*01","2018-05-17",0,0,0,1,0,0,1010,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",4.34380542185368,"0","0",0.693147180559945,"2","2","2","2"
"ABL*01","2018-06-22",0,0,0,0,1,0,930,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",4.61907309115708,"30","1",0.693147180559945,"2","2","2","2"
"ABL*01","2018-07-07",0,0,0,0,0,1,840,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"miss",3.58351893845611,"67.2222222222222","1.1",1.09861228866811,"3","4","1","1"
"ABL*01","2018-07-24",0,0,0,0,0,0,960,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"174.933333333333","3",1.09861228866811,"2","2","2","2"
"ABLD01","2018-06-02",0,0,0,0,0,1,840,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"0","0",0,"3","4","2","2"
"ADAP01","2018-06-28",0,0,0,1,0,0,990,"miss","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.79579054559674,"0","0",0,"2","2","1","1"
"ADAP01","2018-06-28",0,0,0,1,0,0,1060,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.79579054559674,"30","1",0,"2","2","2","2"
"AGOE01","2018-07-24",0,0,0,0,0,0,660,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"67.2222222222222","1.1",0,"1","3","2","3"
"AINM01","2018-05-10",0,0,0,1,0,0,900,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",5.44241771052179,"174.933333333333","3",0,"2","2","3","4"
"AINM01","2018-06-21",0,0,0,1,0,0,760,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.63472898822964,"miss","0",0,"1","3","2","3"
"AITS01","2018-06-05",0,0,0,0,0,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",3.71357206670431,"0","0",0,"1","1","2","3"
"ALCV01","2018-06-07",0,0,0,1,0,0,1050,"0","1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"1",4.02535169073515,"30","1",0.693147180559945,"2","2","3","4"
"ALCV01","2018-06-07",0,0,0,1,0,0,920,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.02535169073515,"67.2222222222222","1.1",0.693147180559945,"3","4","2","2"
"ALCV01","2018-06-12",0,0,0,0,0,0,700,"miss","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4",5.5834963087817,"174.933333333333","3",0.693147180559945,"1","3","3","4"
"ALCV01","2018-06-12",0,0,0,0,0,0,820,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4",5.5834963087817,"0","0",0.693147180559945,"3","4","3","4"
"ALCV01","2018-06-12",0,0,0,0,0,0,840,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"4",5.5834963087817,"0","0",0.693147180559945,"3","4","3","4"
"ALIA01","2018-05-05",0,0,0,0,0,1,820,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"30","1",0,"3","4","2","2"
"ALIA01","2018-06-15",0,0,0,0,1,0,1080,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.93182563272433,"67.2222222222222","1.1",0,"2","2","2","2"
"ALIA01","2018-07-29",1,0,0,0,0,0,720,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.93182563272433,"174.933333333333","3",0,"3","4","1","1"
"ALIR01","2018-04-21",0,0,0,0,0,1,930,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",0,"2","2","3","4"
"ALIR02","2018-05-04",0,0,0,0,1,0,750,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"0","0",0,"1","3","2","2"
"ALLM01","2018-04-13",0,0,0,0,1,0,710,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"30","1",0,"1","3","2","3"
"ALLM01","2018-07-21",0,0,0,0,0,1,670,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"67.2222222222222","1.1",0,"1","3","2","3"
"ALVJ01","2018-05-01",0,0,0,0,0,0,930,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"174.933333333333","3",0,"2","2","2","3"
"ALVJ01","2018-07-04",0,0,1,0,0,0,660,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.63472898822964,"0","0",0,"1","3","2","3"
"ALZR01","2018-05-08",0,0,0,0,0,0,1020,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"0","0",0,"2","2","2","2"
"AMAB01","2018-07-27",0,0,0,0,1,0,640,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",4.11087386417331,"30","1",0.693147180559945,"1","3","2","2"
"AMAB01","2018-07-27",0,0,0,0,1,0,960,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",3.58351893845611,"67.2222222222222","1.1",0.693147180559945,"2","2","2","2"
"AMAK01","2018-06-06",0,0,1,0,0,0,930,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",3.58351893845611,"174.933333333333","3",0,"2","2","2","2"
"ANDE01","2018-06-06",0,0,1,0,0,0,780,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.02535169073515,"0","0",0,"1","3","2","2"
"ANDE03","2018-08-24",0,0,0,0,1,0,660,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",4.4188406077966,"0","0",0,"1","3","2","2"
"ANDJ01","2018-05-22",0,0,0,0,0,0,660,"miss","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4",5.63835466933375,"30","1",0,"1","3","3","4"
"ANDJ01","2018-05-22",0,0,0,0,0,0,770,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4",5.63835466933375,"67.2222222222222","1.1",0,"3","4","3","4"
"ANDJ01","2018-05-22",0,0,0,0,0,0,800,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4",5.63835466933375,"174.933333333333","3",0,"3","4","2","2"
"ANDJ01","2018-05-22",0,0,0,0,0,0,820,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"4",5.63835466933375,"0","0",0,"3","4","2","2"
"ANDM01","2018-05-29",0,0,0,0,0,0,1140,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"0","0",0,"2","2","2","2"
"ANDN01","2018-05-09",0,0,1,0,0,0,640,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1",4.26267987704132,"30","1",0,"1","3","2","2"
"APPS01","2018-06-07",0,0,0,1,0,0,600,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",3.93182563272433,"67.2222222222222","1.1",0.693147180559945,"1","1","2","2"
"APPS01","2018-06-07",0,0,0,1,0,0,870,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",5.08140436498446,"174.933333333333","3",0.693147180559945,"3","4","2","2"
"APTM01","2018-03-24",0,0,0,0,0,1,660,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",3.71357206670431,"0","0",0.693147180559945,"1","3","2","3"
"APTM01","2018-04-22",1,0,0,0,0,0,720,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",3.43398720448515,"0","0",0.693147180559945,"1","3","1","1"
"APTM01","2018-05-25",0,0,0,0,1,0,990,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"3",4.79247928429309,"30","1",1.09861228866811,"2","2","2","3"
"APTM01","2018-06-29",0,0,0,0,1,0,1050,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"3",4.58087749341905,"67.2222222222222","1.1",1.38629436111989,"2","2","2","3"
"APTM01","2018-07-21",0,0,0,0,0,1,480,"1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"miss",3.58351893845611,"174.933333333333","3",1.6094379124341,"1","1","3","4"
"APTM01","2018-07-29",1,0,0,0,0,0,660,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",3.43398720448515,"0","0",1.6094379124341,"1","3","1","1"
"ARAI01","2018-05-15",0,0,0,0,0,0,1080,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"0","0",0,"2","2","2","2"
"ARBA01","2018-07-14",0,0,0,0,0,1,540,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.02535169073515,"30","1",0,"1","1","2","2"
"ARMG01","2018-04-27",0,0,0,0,1,0,850,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"67.2222222222222","1.1",0,"3","4","2","2"
"ARRM01","2018-04-11",0,0,1,0,0,0,1050,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"174.933333333333","3",0.693147180559945,"2","2","2","3"
"ARRM01","2018-05-11",0,0,0,0,1,0,1020,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",3.97029191355212,"0","0",0.693147180559945,"2","2","2","3"
"ARRM01","2018-05-26",0,0,0,0,0,1,980,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.02535169073515,"0","0",1.09861228866811,"2","2","2","2"
"ARRM01","2018-06-08",0,0,0,0,1,0,870,"miss","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.79579054559674,"30","1",1.38629436111989,"3","4","1","1"
"ARRM01","2018-06-08",0,0,0,0,1,0,950,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.79579054559674,"67.2222222222222","1.1",1.38629436111989,"2","2","2","2"
"ARRM01","2018-07-04",0,0,1,0,0,0,810,"miss","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.92725368515721,"174.933333333333","3",1.6094379124341,"3","4","1","1"
"ARRM01","2018-07-04",0,0,1,0,0,0,890,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2",4.92725368515721,"0","0",1.6094379124341,"3","4","2","3"
"ARRM01","2018-07-07",0,0,0,0,0,1,870,"3","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1",3.97029191355212,"0","0",1.79175946922805,"3","4","3","4"
"ARRM01","2018-07-07",0,0,0,0,0,1,700,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",3.97029191355212,"30","1",1.79175946922805,"1","3","2","3"
"ARRM01","2018-07-10",0,0,0,0,0,0,870,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"1",5.70711026474888,"67.2222222222222","1.1",1.94591014905531,"3","4","3","4"
"ARRM01","2018-08-01",0,0,1,0,0,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"miss",5.15329159449778,"174.933333333333","3",2.07944154167984,"1","3","1","1"
"ARRM01","2018-08-01",0,0,1,0,0,0,670,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",4.26267987704132,"0","0",2.07944154167984,"1","3","2","3"
"ASIS01","2018-06-05",0,0,0,0,0,0,780,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",3.97029191355212,"0","0",0.693147180559945,"1","3","2","2"
"ASIS01","2018-06-05",0,0,0,0,0,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",4.92725368515721,"30","1",0.693147180559945,"1","1","2","2"
"ATKN01","2018-05-02",0,0,1,0,0,0,780,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"2",4.89335213348152,"67.2222222222222","1.1",0,"3","4","2","3"
"ATLB01","2018-07-25",0,0,1,0,0,0,1020,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",3.58351893845611,"174.933333333333","3",0,"2","2","2","2"
"ATMM01","2018-07-26",0,0,0,1,0,0,780,"1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"miss",3.43398720448515,"0","0",0.693147180559945,"1","3","1","1"
"AURM01","2018-06-23",0,0,0,0,0,1,690,"1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",4.4188406077966,"0","0",0.693147180559945,"1","3","2","3"
"AVPR01","2018-05-24",0,0,0,1,0,0,1030,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"30","1",0,"2","2","2","2"
"AYKS01","2018-05-29",0,0,0,0,0,0,840,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",5.30330490805908,"67.2222222222222","1.1",0,"3","4","1","1"
"AYKS01","2018-05-29",0,0,0,0,0,0,930,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",5.30330490805908,"174.933333333333","3",0,"2","2","2","2"
"BAIL01","2018-04-22",1,0,0,0,0,0,820,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"0","0",0,"3","4","1","1"
"BAIS01","2018-06-09",0,0,0,0,0,1,810,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.02535169073515,"0","0",0,"3","4","2","2"
"BALJ01","2018-04-04",0,0,1,0,0,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1",4.26267987704132,"30","1",0,"1","1","2","2"
"BALJ01","2018-05-30",0,0,1,0,0,0,630,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1",4.51085950651685,"67.2222222222222","1.1",0,"1","3","2","2"
"BALO01","2018-07-10",0,0,0,0,0,0,750,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"174.933333333333","3",0,"3","4","2","3"
"BANR01","2018-04-26",0,0,0,1,0,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",4.56434819146784,"0","0",0,"1","1","1","1"
"BANR01","2018-04-26",0,0,0,1,0,0,690,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",4.56434819146784,"0","0",0,"1","3","2","2"
"BANR01","2018-06-02",0,0,0,0,0,1,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.79579054559674,"30","1",0,"1","1","1","1"
"BANR01","2018-06-02",0,0,0,0,0,1,680,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",4.79579054559674,"67.2222222222222","1.1",0,"1","3","2","2"
"BANR01","2018-07-05",0,0,0,1,0,0,780,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.79579054559674,"174.933333333333","3",0,"3","4","1","1"
