Variable,Univariable,Lasso,Ridge,ComplementNB,RandomForest,CART,GradientBoost,ADAboost,SVM,Sum
FirstDateInvestedByActivisit_1030,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1031,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1032,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1033,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1034,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1035,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1036,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1037,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1038,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1039,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1040,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1041,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1042,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1043,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1044,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1045,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1046,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1047,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1048,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1049,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1050,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1051,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1052,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1053,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1054,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1055,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1056,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1057,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1058,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_1059,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1060,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1061,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_1062,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1063,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1064,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1065,0,0,1,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_1066,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1067,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1068,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1069,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1070,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1071,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1072,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1073,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1074,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1075,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1076,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1077,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1078,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1079,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1080,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1081,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1082,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1083,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1084,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1085,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1086,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1087,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1088,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1089,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1090,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1091,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1092,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1093,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1094,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1095,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1096,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1097,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1098,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1099,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1100,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1101,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1102,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1103,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1104,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1105,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1106,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1107,0,0,1,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_1108,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1109,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1110,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1111,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1112,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1113,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1114,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1115,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1116,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1117,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1118,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1119,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1120,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_1121,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1122,0,0,1,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_1123,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1124,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1125,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1126,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1127,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1128,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1129,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1130,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1131,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1132,0,0,1,1,0,1,1,1,0,5
FirstDateInvestedByActivisit_1133,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1134,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1135,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1136,1,0,1,1,1,1,1,0,0,6
FirstDateInvestedByActivisit_1137,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1138,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1139,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1140,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1141,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_1142,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1143,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1144,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1145,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1146,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1147,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1148,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1149,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1150,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1151,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1152,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1153,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1154,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1155,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1156,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1157,0,0,1,1,0,0,0,1,0,3
FirstDateInvestedByActivisit_1158,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1159,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1160,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1161,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1162,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1163,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1164,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_1165,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_1166,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1167,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1168,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1169,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1170,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1171,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1172,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1173,0,0,1,1,1,0,1,0,0,4
FirstDateInvestedByActivisit_1174,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1175,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1176,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1177,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1178,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1179,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1180,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1181,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1182,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1183,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1184,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1185,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1186,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1187,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1188,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1189,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1190,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1191,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1192,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1193,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1194,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1195,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1196,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1197,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1198,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1199,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1200,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1201,0,0,1,1,1,1,1,0,0,5
FirstDateInvestedByActivisit_1202,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1203,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1204,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1205,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1206,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1207,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1208,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1209,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1210,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1211,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1212,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1213,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1214,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1215,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1216,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1217,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1218,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1219,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1220,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1221,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1222,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1223,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1224,0,0,1,1,0,1,0,1,0,4
FirstDateInvestedByActivisit_1225,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1226,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1227,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1228,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1229,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1230,0,0,0,1,0,1,0,0,0,2
FirstDateInvestedByActivisit_1231,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1232,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1233,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1234,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1235,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1236,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1237,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1238,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1239,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1240,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1241,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1242,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1243,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1244,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1245,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1246,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1247,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1248,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1249,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1250,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1251,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_1252,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1253,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1254,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1255,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1256,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1257,0,0,1,1,0,1,1,0,0,4
FirstDateInvestedByActivisit_1258,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1259,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1260,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1261,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1262,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1263,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1264,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1265,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1266,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1267,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1268,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1269,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1270,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1271,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1272,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1273,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1274,0,0,0,1,0,1,0,0,0,2
FirstDateInvestedByActivisit_1275,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1276,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1277,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1278,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1279,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1280,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1281,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1282,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1283,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1284,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1285,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1286,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1287,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1288,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1289,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1290,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1291,0,0,1,1,1,0,0,0,0,3
FirstDateInvestedByActivisit_1292,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1293,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1294,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1295,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1296,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1297,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1298,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1299,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1300,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1301,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1302,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1303,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1304,1,0,0,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_1305,0,0,1,1,1,0,0,0,0,3
FirstDateInvestedByActivisit_1306,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1307,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1308,0,0,1,1,0,1,1,1,0,5
FirstDateInvestedByActivisit_1309,0,0,1,1,0,0,0,1,0,3
FirstDateInvestedByActivisit_1310,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1311,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1312,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1313,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1314,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1315,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1316,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1317,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1318,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1319,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1320,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1321,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1322,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1323,0,0,0,0,0,1,0,0,0,1
FirstDateInvestedByActivisit_1324,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1325,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1326,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1327,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1328,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1329,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1330,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1331,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1332,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1333,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1334,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1335,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1336,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1337,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1338,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1339,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1340,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1341,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1342,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1343,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1344,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1345,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1346,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1347,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1348,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1349,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1350,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1351,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1352,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1353,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1354,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1355,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1356,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1357,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1358,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1359,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1360,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1361,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1362,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1363,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1364,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1365,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1366,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1367,0,0,1,0,0,1,0,0,0,2
FirstDateInvestedByActivisit_1368,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1369,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1370,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1371,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1372,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1373,0,0,1,1,0,0,1,0,0,3
FirstDateInvestedByActivisit_1374,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1375,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1376,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1377,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1378,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1379,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1380,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1381,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1382,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1383,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1384,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1385,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1386,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1387,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1388,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1389,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1390,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1391,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_1392,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1393,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1394,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1395,0,0,0,1,0,0,0,0,0,1
